onset	duration	object	trial_type	map	stayswitch	distance	value	counterfactual_value	value_diff	choicetype	object1	object2	chosen_distance	unchosen_distance	chosen_value	unchosen_value	counterfactual_chosen_value	counterfactual_unchosen_value	button	response_time	cr
8.77346636736183	2.01614488250925	4	object_onset	1	n/a	NaN	NaN	NaN	NaN	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.5718660550483	5.18213000579271	4	choice	1	n/a	NaN	NaN	NaN	NaN	d	11	10	1.27914033631967	1.53792067415716	11.0161641725979	9.13254365480929	98.3269133966143	48.5598131691118	19.7366550240549	5.16478896900662	1
23.0698054249515	2.01615992243751	3	object_onset	2	switch	0.763675323681471	50	11	39	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.1685300710669	2.01614040252753	7	object_onset	1	switch	1.08747413762351	90	2	88	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.7167395996512	2.01625592197524	3	object_onset	2	switch	1.08747413762351	50	11	39	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.0482269685308	2.01624536199961	9	object_onset	2	stay	0.648999229583518	19	71	-52	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.9132320965	3.66574976439006	9	choice	2	n/a	NaN	NaN	NaN	NaN	d	10	7	0.458911756223351	0.763675323681471	17.1151618366732	31.2285063350093	19.4955359903515	65.9816111558297	52.5615521845466	3.6483200880466	1
56.5613294656214	2.01603416303988	6	object_onset	1	switch	0.458911756223351	44	13	31	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60.9601598712325	2.71597864330397	6	choice	1	n/a	NaN	NaN	NaN	NaN	d	7	12	0.763675323681471	0.648999229583518	46.7766790247836	25.70978325616	11.3101527179681	59.1256399192012	63.6630656172929	2.70290574606042	-1
66.8253329984145	2.01608184279758	7	object_onset	2	switch	0.763675323681471	2	90	-88	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72.1573090049205	2.01614840250113	8	object_onset	2	stay	0.524785670536077	16	44	-28	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77.7059070116666	2.0161916022771	3	object_onset	1	switch	0.9	11	50	-39	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.6710831788077	2.01612312262296	1	object_onset	1	stay	0.458911756223351	1	44	-43	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.5529243859637	2.01603448303649	3	object_onset	1	stay	0.458911756223351	11	50	-39	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.0009071956447	2.01625560197863	3	object_onset	2	switch	0	50	11	39	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.849748881214	2.01620088223717	7	object_onset	2	stay	1.08747413762351	2	90	-88	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.181141530542	2.01622392210993	10	object_onset	2	stay	1.08747413762351	50	5	45	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114.246644896106	2.73260704349377	10	choice	2	n/a	NaN	NaN	NaN	NaN	d	5	12	1.27914033631967	0.458911756223351	47.6207587871056	22.0921244654868	65.9816111558298	12.9906848652376	116.958912517235	2.71226762112929	-1
119.878485063295	2.01622744210181	4	object_onset	1	switch	1.53792067415716	14	2	12	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126.210104911501	2.01626872192719	1	object_onset	2	switch	1.08747413762351	44	1	43	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
131.908802357764	2.01611672263243	8	object_onset	1	switch	1.27914033631967	44	16	28	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
136.957408524439	7.0982609683706	8	choice	1	n/a	NaN	NaN	NaN	NaN	d	6	4	1.26	0.814984662432368	29.5679244665883	7.105427357601e-15	14.4890326431482	2.96273492775089	144.038114057068	7.08070553262951	-1
148.454593657953	2.01611544264597	11	object_onset	1	stay	0.853814968245462	3	100	-97	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
153.31998118409	2.01614648252144	10	object_onset	2	switch	0.524785670536077	50	5	45	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
