onset	duration	map	object_left	object_right	decision	chosen_object	unchosen_object	chosen_value	unchosen_value	response_time	trial_type	button	warning_onset
10.5323482363019	5.7818430425832	1	12	1	1	12	1	17.884245506376	0.759511501145757	5.76329319406068	choice	16.3141912788851	NaN
19.1634504401009	2.01610411901493	1	12	1	1	12	1	17.884245506376	0.759511501145757	5.76329319406068	feedback	16.3141912788851	NaN
22.9791103407042	5.83177393942606	1	3	12	2	12	3	17.884245506376	11.0002740485006	5.81129483500263	choice	28.8108842801303	NaN
32.309958371683	2.016138038598	1	3	12	2	12	3	17.884245506376	11.0002740485006	5.81129483500263	feedback	28.8108842801303	NaN
35.9423367195996	5.16531921684509	1	10	1	2	1	10	0.759511501145757	4.89356064113839	5.14500427036546	choice	41.1076559364446	NaN
43.6070365841733	2.01613099867245	1	10	1	2	1	10	0.759511501145757	4.89356064113839	5.14500427036546	feedback	41.1076559364446	NaN
47.9391844389611	4.53219559817808	1	8	4	1	8	4	43.594028762536	14.0261042959477	4.51998839055886	choice	52.4713800371392	NaN
56.920205155795	2.01613323867787	1	8	4	1	8	4	43.594028762536	14.0261042959477	4.51998839055886	feedback	52.4713800371392	NaN
61.1024508813862	3.36576823523501	1	1	3	2	3	1	11.0002740485006	0.759511501145757	3.3572371416958	choice	64.4682191166212	NaN
69.3001799337217	2.01622091757599	1	1	3	2	3	1	11.0002740485006	0.759511501145757	3.3572371416958	feedback	64.4682191166212	NaN
71.8995775732328	5.46527419338236	1	9	4	2	4	9	14.0261042959477	70.8751717969681	5.44496820680797	choice	77.3648517666152	NaN
81.8636586615467	2.01602955994895	1	9	4	2	4	9	14.0261042959477	70.8751717969681	5.44496820680797	feedback	77.3648517666152	NaN
85.2127848644159	7.08149530296214	1	10	2	1	10	2	4.89356064113839	4.89356064113839	7.0659745366429	choice	92.294280167378	NaN
94.9435280647594	2.01614123856416	1	10	2	1	10	2	4.89356064113839	4.89356064113839	7.0659745366429	feedback	92.294280167378	NaN
97.5095715605421	4.6820746876765	1	6	12	1	6	12	43.594028762536	17.884245506376	4.66795454389649	choice	102.191646248219	NaN
105.757414867461	2.01599244039971	1	6	12	1	6	12	43.594028762536	17.884245506376	4.66795454389649	feedback	102.191646248219	NaN
111.072636213503	2.31605877558468	1	6	2	2	2	6	4.89356064113839	43.594028762536	2.31131931470009	choice	113.388694989088	NaN
118.104142060271	2.01616107835434	1	6	2	2	2	6	4.89356064113839	43.594028762536	2.31131931470009	feedback	113.388694989088	NaN
121.303289014963	2.79926426516613	1	9	7	1	9	7	70.8751717969681	90.3707077873196	2.79382657300448	choice	124.102553280129	NaN
127.101794569578	2.01610699901357	1	9	7	1	9	7	70.8751717969681	90.3707077873196	2.79382657300448	feedback	124.102553280129	NaN
131.983865161368	2.98253941786243	2	1	3	1	1	3	44.4858066222941	50.2328997724975	2.97516254993388	choice	134.966404579231	129.483865161368
139.781819362892	2.01613419863861	2	1	3	1	1	3	44.4858066222941	50.2328997724975	2.97516254993388	feedback	134.966404579231	129.483865161368
142.397799835424	4.69872855988797	2	2	5	1	2	5	16.1621192465339	2.61214098539182	4.68102734081913	choice	147.096528395312	NaN
149.94582243613	2.01613035867922	2	2	5	1	2	5	16.1621192465339	2.61214098539182	4.68102734081913	feedback	147.096528395312	NaN
152.661776381021	4.9153463364928	2	1	10	2	10	1	50.2328997724974	44.4858066222941	4.90546901972266	choice	157.577122717514	NaN
161.492701371084	2.01621579763014	2	1	10	2	10	1	50.2328997724974	44.4858066222941	4.90546901972266	feedback	157.577122717514	NaN
164.225365507416	9.34754638263257	2	9	3	1	9	3	19.0043934374881	50.2328997724975	9.34072694770293	choice	173.572911890049	NaN
178.105058528832	2.0161460385425	2	9	3	1	9	3	19.0043934374881	50.2328997724975	9.34072694770293	feedback	173.572911890049	NaN
181.804103564762	2.24940616742242	2	2	3	2	3	2	50.2328997724975	16.1621192465339	2.24375663790852	choice	184.053509732184	NaN
186.336244443664	2.01614123856416	2	2	3	2	3	2	50.2328997724975	16.1621192465339	2.24375663790852	feedback	184.053509732184	NaN
191.534884524648	6.43167461268604	2	9	2	2	2	9	16.1621192465339	19.0043934374881	6.42634539917344	choice	197.966559137334	NaN
201.232375979947	2.01601132017095	2	9	2	2	2	9	16.1621192465339	19.0043934374881	6.42634539917344	feedback	197.966559137334	NaN
