onset	duration	object	trial_type	map	stayswitch	distance	value	counterfactual_value	value_diff	choicetype	object1	object2	chosen_distance	unchosen_distance	chosen_value	unchosen_value	counterfactual_chosen_value	counterfactual_unchosen_value	button	response_time	cr
8.78409639632446	2.01604376299656	10	object_onset	2	n/a	NaN	NaN	NaN	NaN	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.532635523341	2.01618904228962	8	object_onset	2	stay	0.569209978830308	16	44	-28	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.7482207285357	7.26483136881143	8	choice	2	n/a	NaN	NaN	NaN	NaN	d	1	11	0.853814968245462	1.27914033631967	83.8378807534661	28.3236873757602	40.5840886391862	42.8345172613902	25.9962390580476	7.24801832951198	1
30.0953646622511	2.01615224246052	8	object_onset	1	switch	0	44	16	28	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35.9771668295871	2.01614904249436	12	object_onset	2	switch	0.524785670536077	72	18	54	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.4423351567821	2.01629336179758	2	object_onset	2	stay	0.814984662432368	16	5	11	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.6243845229474	2.01622552212211	2	object_onset	2	stay	0	16	5	11	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52.8895368502126	2.01614424251602	7	object_onset	2	stay	1.27914033631967	2	90	-88	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.3383922957146	18.9618401831685	7	choice	2	n/a	NaN	NaN	NaN	NaN	d	10	2	1.08747413762351	1.27914033631967	48.3436681716825	14.272887645719	85.4771471461812	85.4771471461812	76.293249152397	18.9548568566825	1
79.1662084821874	2.01612504260265	2	object_onset	2	stay	1.27914033631967	16	5	11	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.4315179287078	2.01616216242837	1	object_onset	2	stay	0.524785670536077	44	1	43	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91.6629859376553	2.01615128248523	8	object_onset	1	switch	1.27914033631967	44	16	28	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.7283923437062	2.01607448284631	3	object_onset	1	stay	0.9	11	50	-39	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.943479311289	21.7611003467173	3	choice	1	n/a	NaN	NaN	NaN	NaN	d	11	9	0.648999229583518	0.524785670536077	59.8748977484675	7.99033392515088	31.2285063350093	49.7671002275025	124.689269011506	21.7457897002168	-1
128.936719663747	2.01625656196848	3	object_onset	2	switch	0	50	11	39	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
135.001983670474	8.98106057090627	3	choice	2	n/a	NaN	NaN	NaN	NaN	d	6	5	0.458911756223351	0.814984662432368	37.0335154537144	47.6207587871056	32.5937547140354	59.8748977484675	143.970844619937	8.9688609494624	1
146.848936085094	2.01616056243074	8	object_onset	1	switch	0.9	44	16	28	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
152.947374332594	2.01610488269944	2	object_onset	1	stay	1.20747670784989	5	16	-11	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
158.4793324192	18.4786399425211	2	choice	1	n/a	NaN	NaN	NaN	NaN	d	12	6	0.524785670536077	0.814984662432368	38.7004681213976	12.9906848652376	2.96273492775089	56.1629049914503	176.94281563448	18.4634832152806	1
182.389915888401	2.01604600297287	4	object_onset	2	switch	0.569209978830308	2	14	-12	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
189.188177976743	2.01615352246154	6	object_onset	1	switch	0.458911756223351	44	13	31	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
195.903136784938	18.7952848226269	6	choice	1	n/a	NaN	NaN	NaN	NaN	d	2	11	0.524785670536077	0.9	38.7004681213976	40.5840886391862	2.96273492775089	86.800615681217	214.688955093006	18.785818308068	1
219.163847213524	2.01616120242397	2	object_onset	1	stay	0.524785670536077	5	16	-11	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
224.079291779388	2.01615704245341	3	object_onset	2	switch	0.36	50	11	39	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
229.061329625605	2.01614808248996	6	object_onset	2	stay	0.458911756223351	13	44	-31	n/a	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
